,nb_amenities,nb_amenities
,mean,std
room_type,,
Entire home/apt,25.320541432175432,13.006622103972406
Hotel room,21.12295081967213,7.56815710436954
Private room,20.04850977109793,11.74181878936326
Shared room,15.967821782178218,10.294013013808431
